8963.00,38.20,37.00,86120.48,0.28,-0.23,-3.08,-9.17,160.94,-2.38,194.75,-2.75,23.75,26.56,-0.06,0.12,-0.56,-0.40,-3.19,-9.26,0.16,0.11,0.00,-0.98,0.13,-0.00,0.17,1.00,0.00,0.00,0.00,
10739.00,38.23,37.00,86121.77,0.16,-0.47,-3.26,-9.31,161.38,-1.44,189.25,-5.25,38.88,43.56,0.06,-0.25,-0.56,-0.25,-3.12,-9.29,-0.22,-0.14,-0.02,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10756.00,38.23,37.00,86130.00,-0.65,-0.51,-3.25,-9.31,161.38,-1.44,189.25,-6.00,39.25,44.38,0.00,-0.25,-0.44,-0.25,-3.12,-9.29,-0.20,-0.11,-0.07,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10774.00,38.24,37.00,86119.71,0.36,-0.45,-3.27,-9.41,161.38,-1.50,189.25,-6.00,39.25,44.38,0.00,-0.06,-0.56,-0.25,-3.12,-9.29,-0.19,-0.15,-0.12,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10788.00,38.22,37.00,86120.40,0.29,-0.42,-3.25,-9.36,161.38,-1.50,189.25,-6.00,39.25,44.38,0.06,-0.19,-0.69,-0.26,-3.12,-9.29,-0.15,-0.13,-0.06,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10806.00,38.23,37.00,86121.09,0.22,-0.43,-3.20,-9.33,161.38,-1.50,189.25,-5.25,38.88,44.38,0.00,-0.06,-0.75,-0.26,-3.12,-9.29,-0.15,-0.04,-0.02,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10824.00,38.23,37.00,86116.27,0.70,-0.40,-3.15,-9.36,161.38,-1.50,189.25,-5.25,38.88,44.38,-0.06,-0.12,-0.56,-0.26,-3.12,-9.29,-0.13,-0.02,-0.07,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10839.00,38.23,37.00,86118.34,0.49,-0.30,-3.15,-9.37,161.38,-1.50,189.25,-5.25,38.88,44.38,0.12,-0.31,-0.44,-0.26,-3.12,-9.29,-0.04,-0.02,-0.08,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10856.00,38.23,37.00,86124.51,-0.11,-0.28,-3.12,-9.32,161.38,-1.50,189.25,-5.56,38.88,44.38,0.00,-0.19,-0.12,-0.26,-3.12,-9.29,0.03,0.02,-0.10,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10874.00,38.22,37.00,86125.89,-0.25,-0.23,-3.17,-9.42,161.38,-1.50,189.25,-5.56,38.88,44.38,0.06,-0.19,-0.06,-0.26,-3.12,-9.29,0.02,-0.05,-0.13,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10889.00,38.23,37.00,86124.51,-0.11,-0.31,-3.18,-9.39,161.38,-1.50,189.25,-5.56,38.88,44.38,-0.06,-0.19,0.06,-0.26,-3.12,-9.29,-0.04,-0.06,-0.10,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10907.00,38.23,37.00,86124.51,0.16,-0.36,-3.20,-9.36,161.38,-1.50,189.25,-4.50,39.25,44.06,-0.06,-0.12,0.06,-0.26,-3.12,-9.29,-0.14,-0.06,-0.10,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10924.00,38.23,37.00,86119.02,0.43,-0.43,-3.16,-9.36,161.38,-1.50,189.25,-4.50,39.25,44.06,-0.06,-0.06,0.44,-0.26,-3.12,-9.29,-0.16,-0.03,-0.07,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10939.00,38.23,37.00,86121.77,0.16,-0.38,-3.13,-9.22,161.38,-1.56,189.25,-4.50,39.25,44.06,-0.06,-0.19,0.75,-0.26,-3.12,-9.29,-0.11,0.00,0.06,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10957.00,38.24,37.00,86122.45,0.09,-0.45,-3.22,-9.41,161.38,-1.56,189.25,-5.25,38.88,45.69,0.06,-0.12,0.62,-0.27,-3.12,-9.29,-0.18,-0.11,-0.14,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10974.00,38.23,37.00,86121.77,0.16,-0.45,-3.32,-9.36,161.38,-1.56,189.25,-5.25,38.88,45.69,0.06,-0.06,0.38,-0.27,-3.12,-9.29,-0.18,-0.19,-0.07,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
10989.00,38.23,37.00,86119.02,0.97,-0.48,-3.32,-9.46,161.31,-1.56,189.25,-5.25,38.88,45.69,0.00,0.00,0.06,-0.27,-3.13,-9.28,-0.20,-0.19,-0.17,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11007.00,38.23,37.00,86121.77,0.16,-0.47,-3.31,-9.47,161.31,-1.56,189.25,-5.25,38.50,43.69,-0.06,-0.06,-0.12,-0.27,-3.13,-9.28,-0.16,-0.16,-0.19,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11024.00,38.24,37.00,86127.95,-0.45,-0.38,-3.28,-9.37,161.31,-1.62,189.25,-5.25,38.50,43.69,0.00,-0.06,-0.38,-0.27,-3.13,-9.28,-0.10,-0.14,-0.08,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11039.00,38.24,37.00,86122.45,0.09,-0.32,-3.23,-9.34,161.31,-1.62,189.25,-5.25,38.50,43.69,-0.06,0.12,-0.56,-0.27,-3.13,-9.28,-0.04,-0.09,-0.05,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11057.00,38.23,37.00,86115.59,0.76,-0.29,-3.20,-9.32,161.31,-1.62,189.25,-4.88,38.50,43.69,-0.06,0.00,-0.50,-0.27,-3.13,-9.28,-0.02,0.00,-0.03,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11074.00,38.23,37.00,86121.09,0.22,-0.31,-3.12,-9.33,161.31,-1.62,189.25,-4.88,38.50,43.69,-0.06,-0.19,-0.44,-0.27,-3.13,-9.28,-0.03,0.01,-0.04,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11089.00,38.23,37.00,86121.77,0.16,-0.28,-3.15,-9.35,161.31,-1.62,189.25,-4.88,38.50,43.69,-0.06,-0.06,-0.25,-0.27,-3.13,-9.28,0.00,-0.02,-0.06,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11107.00,38.24,37.00,86123.12,-0.51,-0.27,-3.18,-9.43,161.31,-1.62,189.25,-5.25,38.88,45.69,-0.06,0.00,0.06,-0.27,-3.13,-9.28,0.00,-0.07,-0.18,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11123.00,38.23,37.00,86116.27,0.70,-0.30,-3.20,-9.50,161.31,-1.62,189.25,-5.25,38.88,45.69,-0.06,0.12,0.12,-0.27,-3.13,-9.28,-0.02,-0.07,-0.21,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11140.00,38.24,37.00,86119.71,0.09,-0.40,-3.21,-9.38,161.31,-1.62,189.25,-5.25,38.88,45.69,0.00,-0.12,0.12,-0.27,-3.13,-9.28,-0.12,-0.08,-0.09,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11157.00,38.24,37.00,86119.71,0.36,-0.44,-3.18,-9.34,161.31,-1.62,189.25,-5.56,38.06,45.25,0.06,0.06,0.50,-0.28,-3.13,-9.28,-0.21,-0.04,-0.03,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11174.00,38.23,37.00,86121.77,0.16,-0.52,-3.16,-9.29,161.31,-1.62,189.25,-5.56,38.06,45.25,-0.06,-0.12,0.38,-0.28,-3.13,-9.28,-0.24,-0.02,0.00,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11190.00,38.24,37.00,86116.96,0.63,-0.51,-3.23,-9.28,161.31,-1.62,189.25,-5.56,38.06,45.25,-0.12,-0.12,0.31,-0.28,-3.13,-9.28,-0.23,-0.09,0.00,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11207.00,38.24,37.00,86125.20,-0.18,-0.49,-3.20,-9.37,161.31,-1.62,189.25,-3.38,38.88,44.06,-0.06,-0.19,0.31,-0.28,-3.13,-9.28,-0.18,-0.12,-0.18,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11224.00,38.24,37.00,86125.88,-0.25,-0.46,-3.25,-9.49,161.31,-1.69,189.25,-3.38,38.88,44.06,0.00,-0.25,0.12,-0.28,-3.13,-9.28,-0.17,-0.12,-0.20,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11240.00,38.25,37.00,86118.30,0.50,-0.44,-3.27,-9.42,161.31,-1.69,189.25,-3.38,38.88,44.06,-0.19,-0.12,0.12,-0.29,-3.13,-9.28,-0.15,-0.13,-0.14,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11257.00,38.24,37.00,86125.88,-0.25,-0.38,-3.25,-9.42,161.31,-1.69,189.25,-3.75,38.50,43.56,0.00,0.06,0.00,-0.29,-3.13,-9.28,-0.03,-0.09,-0.12,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11275.00,38.24,37.00,86125.88,-0.25,-0.28,-3.20,-9.32,161.31,-1.69,189.25,-3.75,38.50,43.56,0.00,0.00,-0.19,-0.29,-3.13,-9.28,0.00,-0.06,-0.04,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11290.00,38.24,37.00,86120.38,0.29,-0.24,-3.21,-9.29,161.31,-1.69,189.25,-3.75,38.50,43.56,0.00,0.00,-0.44,-0.29,-3.13,-9.28,0.04,-0.07,0.00,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11307.00,38.23,37.00,86121.77,0.16,-0.24,-3.19,-9.34,161.31,-1.69,189.25,-3.38,38.50,44.06,0.06,0.00,-0.31,-0.29,-3.13,-9.28,0.01,-0.08,-0.07,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11325.00,38.24,37.00,86125.20,-0.18,-0.33,-3.21,-9.41,161.31,-1.69,189.25,-3.38,38.50,44.06,-0.12,-0.12,-0.31,-0.29,-3.13,-9.28,-0.03,-0.08,-0.13,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
11340.00,38.24,37.00,86117.62,0.56,-0.37,-3.24,-9.46,161.31,-1.69,189.25,-3.38,38.50,44.06,0.00,-0.12,-0.12,-0.29,-3.13,-9.28,-0.08,-0.11,-0.17,-0.98,0.08,0.00,0.16,1.00,0.00,0.00,0.00,
